t_seconds,phase,pkg_mC,ec_hex
171,load,60000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003d3d262f00000000000000000000000102011520800c882c800c0000010804c00a5c2e56000000000000000000000000006202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
172,load,60000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003d3d262f00000000000000000000000102011520800c882c800c0000010804c00a5c2e56000000000000000000000000006202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
173,load,59000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003d3d262f00000000000000000000000102011520800c882c800c0000010804c00a622e56000000000000000000000000006202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
174,load,59000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003c3c262f00000000000000000000000102011520800c882c800c0000010804c00a562e56000000000000000000000000005802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
176,load,59000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003c3c262f00000000000000000000000102011520800c882c800c0000010804a00a5f2e55000000000000000000000000005802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
177,load,60000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003c3c262f00000000000000000000000102011520800c882c800c000001fc03a00a682e55000000000000000000000000005802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
178,load,61000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003c3c262f00000000000000000000000102011520800c882c800c000001fc03a00a712e55000000000000000000000000005802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
179,load,60000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003d3d262f00000000000000000000000102011520800c882c800c000001fc03a00a622e55000000000000000000000000006202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
180,cooldown,59000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003d3d262f00000000000000000000000102011520800c882c800c000001fc03a00a562e55000000000000000000000000006202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
182,cooldown,56000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003a3a262f00000000000000000000000102011520800c882c800c000001fc03a00a282f55000000000000000000000000004402000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
183,cooldown,55000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003a3a262f00000000000000000000000102011520800c882c800c000001fc03a00a102f55000000000000000000000000004402000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
184,cooldown,55000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003838262f00000000000000000000000102011520800c882c800c000001fc03a00a282f55000000000000000000000000003002000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
185,cooldown,54000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003838262f00000000000000000000000102011520800c882c800c0000015a03a00a252f55000000000000000000000000003002000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
186,cooldown,55000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003838262f00000000000000000000000102011520800c882c800c0000015a03a00aef2e55000000000000000000000000003002000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
188,cooldown,54000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025000000000000000000000000003838262f00000000000000000000000102011520800c882c800c0000015a03a00aef2e55000000000000000000000000003002000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
189,cooldown,53000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003737262f00000000000000000000000102011520800c882c800c000001c502a00a342f55000000000000000000000000002602000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
190,cooldown,53000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003737262f00000000000000000000000102011520800c882c800c000001c502a00a2e2f55000000000000000000000000002602000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
191,cooldown,53000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003737262f00000000000000000000000102011520800c882c800c000001c502a00a342f55000000000000000000000000002602000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
193,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003737262f00000000000000000000000102011520800c882c800c000001c502a00aec2e55000000000000000000000000002602000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
194,cooldown,53000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003636262e00000000000000000000000102011520800c882c800c0000017302a00a2b2f55000000000000000000000000001c02000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
195,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003636262e00000000000000000000000102011520800c882c800c0000017302a00a252f55000000000000000000000000001c02000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
196,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003636262e00000000000000000000000102011520800c882c800c0000017302a00a2b2f55000000000000000000000000001c02000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
198,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003636262e00000000000000000000000102011520800c882c800c0000013202a00a3a2f55000000000000000000000000001c02000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
199,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003636262e00000000000000000000000102011520800c882c800c0000013202a00a042f55000000000000000000000000001c02000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
200,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262e00000000000000000000000102011520800c882c800c0000013202a00afb2e55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
201,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262e00000000000000000000000102011520800c882c800c000001fe01a00a312f55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
202,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262e00000000000000000000000102011520800c882c800c000001fe01a00a3d2f55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
204,cooldown,52000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262e00000000000000000000000102011520800c882c800c000001fe01a00a342f55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
205,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262e00000000000000000000000102011520800c882c800c000001fe01a00a3d2f55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
206,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003535262d00000000000000000000000102011520800c882c800c000001fe01a00a3d2f55000000000000000000000000001202000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
207,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001fe01a00a3a2f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
209,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001fe01a00a1c2f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
210,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a3d2f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
211,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a402f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
212,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a282f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
213,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a3d2f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
215,cooldown,51000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a492f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
216,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001e001a00a4f2f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
217,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262d00000000000000000000000102011520800c882c800c000001c501a00a222f55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
218,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003434262c00000000000000000000000102011520800c882c800c000001c501a00afe2e55000000000000000000000000000802000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
220,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001c501a00a402f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
221,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001c501a00a4c2f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
222,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001c501a00a522f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
223,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001c501a00a4c2f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
225,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001c501a00a522f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
226,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003333262c00000000000000000000000102011520800c882c800c000001a201a00a3a2f5500000000000000000000000000fe01000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
227,cooldown,50000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262c00000000000000000000000102011520800c882c800c000001a201a00a3a2f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
228,cooldown,48000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262c00000000000000000000000102011520800c882c800c000001a201a00a5b2f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
229,cooldown,48000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262c00000000000000000000000102011520800c882c800c0000018401a00a102f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
231,cooldown,48000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262b00000000000000000000000102011520800c882c800c0000018401a00a4c2f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
232,cooldown,49000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262b00000000000000000000000102011520800c882c800c0000018401a00a432f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
233,cooldown,49000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262b00000000000000000000000102011520800c882c800c0000018e01a00a5b2f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
234,cooldown,48000,00040000000000000b002e07e8051f00000000190100000102010000000000001a000300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026000000000000000000000000003232262b00000000000000000000000102011520800c882c800c0000018e01a00a5e2f5500000000000000000000000000f401000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000
